True_value,Prediction
[962.347],[995.9493]
[1170.455],[1170.4583]
[1101.747],[1127.941]
[1011.6567],[991.77734]
[975.995],[984.7565]
[757.38336],[733.37335]
[778.2343],[763.1328]
[1233.96],[1256.8503]
[947.5733],[951.8994]
[809.698],[764.8805]
[1444.832],[1514.989]
[904.6197],[1010.76996]
[815.6587],[845.4326]
[1408.6747],[1363.817]
[879.463],[905.05383]
[1373.174],[1533.642]
[721.359],[718.3542]
[845.88934],[842.8003]
[1065.422],[1049.5128]
[998.7493],[1031.4219]
[1056.4534],[992.5692]
[1270.9493],[1508.7201]
[800.903],[808.2251]
[1391.4137],[1518.6077]
[1090.664],[1093.1107]
[1129.3153],[1113.7622]
[991.45166],[1011.8784]
[888.4713],[884.71924]
[693.75867],[682.0635]
[738.386],[738.5321]
[1024.1984],[1046.3942]
[878.724],[877.4911]
[1484.7903],[1533.3038]
[691.15466],[683.7248]
[761.208],[795.91296]
[862.1513],[832.76355]
[1650.2756],[1553.5519]
[932.689],[948.3648]
[1162.7983],[1076.1873]
[660.3613],[665.5527]
[1085.1813],[1079.8516]
[1501.1974],[1548.1548]
[1258.3423],[1226.2643]
[1140.169],[1125.0953]
[846.11066],[850.31903]
[1310.467],[1350.7944]
[1074.9513],[1120.9384]
[1074.1897],[1078.7402]
[705.452],[658.61456]
[1153.0073],[1260.9833]
[659.5703],[679.2522]
[962.62067],[962.4085]
[1087.8107],[1109.1681]
[1046.969],[1001.6561]
[1353.6974],[1337.2753]
[1106.9274],[1177.5367]
[1226.0514],[1223.7639]
[1327.22],[1328.973]
[1121.2683],[1124.4479]
[830.75635],[820.5658]
[706.5997],[678.18225]
[1289.9243],[1280.8873]
[721.303],[708.21]
[1307.247],[1348.822]
[842.4003],[809.80396]
[1123.2887],[1068.2523]
[979.3903],[956.2452]
[1360.795],[1379.2819]
[790.5887],[799.9413]
[1135.8763],[1144.0018]
[849.9613],[881.0177]
[1050.8777],[1017.9695]
[804.37836],[841.4762]
[861.048],[815.39355]
[902.151],[898.26294]
[1181.5387],[1160.0831]
[1244.3313],[1408.6532]
[1081.368],[1096.636]
[1073.884],[1061.5963]
[950.489],[939.3595]
[1469.2783],[1424.1492]
[885.555],[885.5648]
[687.86664],[694.1567]
[800.87036],[784.38586]
[812.181],[862.1966]
[1189.5187],[1264.2041]
[1159.488],[1166.6422]
[966.346],[966.37476]
[845.16766],[893.3131]
[1202.105],[1189.6333]
[641.0313],[641.3562]
[964.0397],[983.4918]
[751.81067],[772.68536]
[852.6043],[863.5998]
[723.5157],[690.80505]
[994.44366],[947.624]
[1613.2317],[1433.2487]
[903.03564],[936.5965]
[858.05133],[856.55493]
[795.1253],[762.612]
[1005.671],[1019.3727]
[1094.1466],[1066.5345]
[694.017],[621.5206]
[1003.446],[1018.023]
[1037.4723],[1010.12573]
[801.63165],[802.4633]
[1008.72565],[1030.2269]
[849.723],[833.2683]
[904.4943],[1025.2778]
[1226.928],[1142.8037]
[1021.6327],[1023.5372]
[1375.699],[1403.8601]
[1368.588],[1427.1222]
[1142.1703],[1217.8844]
[951.89636],[921.3107]
[909.50964],[923.31934]
[1028.628],[1019.81287]
[721.089],[717.9684]
[1121.866],[1171.3298]
[870.2783],[916.0564]
[1097.0453],[1066.1708]
[1422.6387],[1537.5461]
[1232.891],[1328.894]
[1051.3744],[1070.1627]
[1285.143],[1406.1824]
[972.139],[969.382]
[1634.6063],[1553.4796]
[1003.3673],[1001.64795]
[814.052],[837.119]
[1228.1774],[1157.0807]
[924.4133],[949.7922]
[1052.584],[1130.5004]
[1003.19336],[1071.2756]
[1095.643],[1091.9222]
[1030.7793],[1023.2114]
[858.485],[836.37445]
[985.20734],[940.58997]
[1151.8553],[1142.9022]
[1034.7687],[1006.027]
[814.12634],[799.4641]
[1074.9617],[1146.1287]
[750.31866],[770.1119]
[749.74],[713.8747]
[891.198],[927.22833]
[1322.372],[1372.0154]
[769.0313],[706.7318]
[1118.8557],[1036.5792]
[1311.069],[1331.6364]
[956.31665],[958.43463]
[988.276],[965.9463]
[968.2573],[995.20856]
[882.618],[884.0414]
[735.05536],[767.17706]
[1260.2733],[1209.1777]
[753.7247],[764.8484]
[906.32965],[849.60675]
[901.4843],[921.81085]
[980.78033],[926.27576]
[1499.802],[1553.7067]
[1116.5397],[1084.3076]
[1055.734],[1006.448]
[735.011],[715.38806]
[1060.5364],[1020.4406]
[1045.0323],[1044.3711]
[1041.417],[1038.0333]
[742.37866],[748.29193]
[1417.7234],[1418.9379]
[1888.4276],[1553.3547]
[892.386],[934.6235]
[1114.4803],[1061.0201]
[986.028],[973.29224]
[881.049],[889.61]
[1950.922],[1553.6301]
[1007.34033],[1035.09]
[897.7217],[889.7893]
[782.58234],[783.49164]
[1134.488],[1164.6501]
[1211.077],[1229.082]
[778.8987],[809.37286]
[1244.7383],[1248.8536]
[1350.4177],[1388.8494]
[917.71765],[970.17664]
[1000.845],[1055.4297]
[763.29535],[792.8023]
[935.9843],[944.9183]
[1042.5863],[1061.4801]
[1057.6067],[1099.0232]
[1058.4437],[1043.841]
[1204.852],[1180.3259]
[697.8673],[672.5631]
[616.146],[615.1855]
[1200.2756],[1170.1366]
[779.9733],[765.8791]
[791.665],[811.0669]
[976.66064],[990.2514]
[769.66766],[780.6417]
[718.327],[733.22534]
[1142.313],[1171.8842]
[945.357],[1009.54395]
[1195.1454],[1176.1141]
[1002.87067],[1066.6141]
[1426.6593],[1393.5854]
[799.41833],[819.74493]
[1134.9763],[1090.1481]
[1219.592],[1476.7404]
[1411.8763],[1318.3962]
[1611.0977],[1552.6974]
[823.42535],[818.88635]
[731.559],[698.7354]
[1003.2963],[1054.2528]
[912.201],[958.72516]
[863.555],[959.6667]
[1007.47736],[1037.2626]
[765.6983],[750.0732]
[976.4973],[996.8127]
[1046.476],[1089.0255]
[715.6977],[738.63135]
[808.96936],[778.286]
[1167.518],[1190.095]
[1143.727],[1115.5796]
[1085.5033],[1108.359]
[958.239],[970.06244]
[1148.56],[1088.9854]
[863.8697],[831.2671]
[856.06134],[836.4001]
[1250.6296],[1140.2135]
[752.92065],[780.5208]
[796.5127],[828.3936]
[894.4373],[943.36145]
[710.717],[696.7627]
[1028.7897],[1093.7327]
[671.92065],[677.4644]
[994.3757],[990.9232]
[1213.2057],[1218.0513]
[1082.373],[1053.8376]
[1285.765],[1318.7632]
[760.9897],[719.6941]
[787.5413],[761.2666]
[982.996],[1065.3926]
[1256.1337],[1233.8005]
[1037.5237],[1010.5711]
[1015.82965],[1043.2509]
[695.59235],[734.5185]
[826.9],[802.0319]
[1432.8696],[1439.7014]
[1259.5607],[1359.9196]
[1173.8553],[1258.5747]
[1158.4944],[1076.9933]
[869.9923],[883.46]
[1108.1123],[1114.3109]
[1051.3347],[1001.75244]
[929.70935],[931.46106]
[1337.0786],[1381.1866]
[837.99866],[846.18835]
[922.272],[909.4304]
[823.82635],[800.9604]
[1398.326],[1407.5131]
[945.20465],[918.51074]
[754.06464],[749.3743]
[1056.5374],[1093.7822]
[776.443],[829.6587]
[898.065],[953.5697]
[1148.0083],[1078.0988]
[999.4977],[984.5864]
[794.86035],[797.7661]
[1082.0516],[1080.0851]
[923.428],[941.3332]
[892.646],[887.3941]
[1149.3763],[1137.2834]
[1478.162],[1397.2655]
[680.22833],[659.5035]
[1253.3444],[1342.2355]
[746.71564],[695.4504]
[1041.1537],[1035.5608]
[675.60236],[663.7686]
[949.993],[898.7238]
[1019.164],[1019.1705]
[1139.7957],[1135.2649]
[1357.4274],[1425.6843]
[1302.668],[1234.6073]
[950.96765],[932.58545]
[1291.0137],[1267.3693]
[1288.8917],[1200.095]
[1152.6533],[1134.3301]
[672.55365],[673.38574]
[899.742],[893.6727]
[687.1617],[682.56665]
[793.849],[799.9568]
[1196.9613],[1146.5562]
[898.8547],[945.4788]
[883.486],[857.2194]
[1042.936],[1076.0437]
[1209.073],[1172.3746]
[754.6173],[713.8152]
[1227.77],[1170.8187]
[706.157],[686.84424]
[913.81464],[869.0018]
[1010.867],[983.7346]
[851.76135],[917.18243]
[955.1067],[929.7913]
[1017.63965],[966.83624]
[1071.0593],[1082.2511]
[1217.1187],[1194.6805]
[1212.7754],[1187.5609]
[778.372],[799.25073]
[705.20435],[729.9805]
[937.929],[943.89124]
[850.52435],[838.8645]
[702.7183],[677.5456]
[701.73035],[655.4024]
[1053.09],[1008.5217]
[684.8677],[689.0979]
[953.9243],[971.1637]
[751.19336],[757.13495]
[1051.4807],[1047.7839]
[1137.8517],[1131.008]
[1165.6707],[1115.9572]
[1827.0524],[1553.1675]
[900.0073],[942.8209]
[880.3283],[945.6749]
[1330.4297],[1309.047]
[748.19934],[757.4795]
[1009.095],[1049.9137]
[1089.428],[1072.3405]
[1203.4753],[1119.6907]
[690.2833],[695.75726]
[1009.54034],[1004.4678]
[1174.7194],[1176.5144]
[729.1847],[766.7873]
[1034.6096],[1079.9518]
[827.60333],[807.9971]
[789.1533],[801.2622]
[674.25464],[650.6948]
[687.39264],[698.463]
[1191.5377],[1246.9976]
[897.0463],[977.28906]
[772.3873],[808.521]
[775.6877],[742.9639]
[795.866],[783.5222]
[925.7183],[954.2937]
[1028.079],[1123.9995]
[1007.87634],[979.8729]
[1031.3016],[1002.3787]
[775.934],[787.1434]
[961.54565],[947.60474]
[1282.6687],[1319.8599]
[833.1277],[845.206]
[1083.7537],[1030.9346]
[690.873],[700.28204]
[1921.9453],[1553.3074]
[644.3497],[651.7003]
[875.98566],[885.7866]
[778.466],[738.53143]
[1244.3507],[1188.2966]
[897.24567],[919.9626]
[783.7213],[837.7093]
[680.463],[716.58813]
[1165.5913],[1057.9268]
[966.835],[989.70447]
[1096.641],[1129.8198]
[1184.2234],[1149.9117]
[845.192],[941.38477]
[926.522],[986.9477]
[1161.8783],[1180.7219]
[1599.8217],[1548.9764]
[727.6043],[737.99786]
[1040.389],[1063.9647]
[701.0233],[697.5036]
[1123.69],[1095.0577]
[796.5547],[793.0128]
[891.48865],[813.58417]
[1662.451],[1553.4854]
[710.158],[742.4477]
[1023.55835],[1027.3501]
[914.815],[923.0746]
[906.8353],[924.42456]
[1046.2263],[1106.3832]
[878.92334],[948.5907]
[772.9637],[779.90967]
[1203.6624],[1210.6699]
[839.6793],[823.7219]
[882.66266],[890.0859]
[872.5317],[907.70764]
[1253.8453],[1196.6285]
[907.2213],[946.2566]
[755.38],[758.8003]
[695.09766],[686.0302]
[754.113],[764.1892]
[1053.3386],[1150.5016]
[759.7997],[767.9629]
[803.3353],[823.49066]
[830.14966],[873.0296]
[842.3953],[894.0194]
[1444.5793],[1427.2286]
[872.14],[876.81525]
[1082.5667],[1034.1224]
[1000.5833],[1031.5659]
[809.668],[845.923]
[983.2057],[974.3623]
[966.83264],[981.3256]
[1442.074],[1454.5568]
[750.0283],[773.54407]
[926.2757],[909.4055]
[816.0913],[788.77875]
[802.176],[778.3102]
[868.0283],[943.6134]
[901.239],[917.1588]
[1147.986],[1162.9233]
[1141.1023],[1178.5182]
[758.6537],[749.10474]
[1037.7987],[1071.7639]
[698.975],[695.20624]
[1200.9266],[1208.0322]
[725.98],[723.9091]
[884.66235],[919.1357]
[1250.17],[1138.757]
[1084.5293],[1119.6805]
[723.12634],[678.1287]
[1114.878],[1083.3148]
[910.3983],[969.30286]
[1436.5023],[1445.9087]
[1053.3344],[1049.0536]
[1277.5343],[1246.3737]
[725.208],[743.3378]
[654.42834],[695.84766]
[808.4477],[804.31177]
[868.7493],[881.52026]
[918.9473],[972.3361]
[962.89465],[983.8784]
[938.06067],[961.8483]
[1168.1793],[1184.2604]
[1138.8453],[1100.6215]
[819.1667],[795.1741]
[1040.2554],[1042.9827]
[1183.3867],[1187.433]
[950.268],[1035.6769]
[853.591],[871.9402]
[1873.12],[1553.4264]
[921.464],[912.1805]
[936.38],[1028.0054]
[1195.9626],[1173.4316]
[1123.1337],[1150.5562]
[1007.029],[980.97125]
[691.7163],[681.17737]
[812.756],[824.5393]
[754.9813],[729.05023]
[976.31665],[986.12976]
[964.00366],[960.4392]
[1140.167],[1103.9336]
[1087.2656],[1081.5305]
[1033.775],[1025.9368]
[796.94666],[825.14966]
[891.4247],[971.1962]
[1234.2026],[1546.2115]
[826.4927],[853.11426]
[776.27234],[782.3716]
[1154.0873],[1112.4451]
[1412.4757],[1450.9277]
[811.1563],[804.12244]
[1372.2833],[1320.9655]
[861.512],[898.8821]
[881.924],[868.9197]
[1331.6346],[1304.6001]
[1057.7134],[1030.136]
[626.161],[624.56256]
[1277.1664],[1284.9324]
[991.586],[1040.4484]
[796.4637],[812.83124]
[1298.6497],[1299.9873]
[1042.5647],[1071.7268]
[690.128],[674.53546]
[897.945],[944.6343]
[864.9613],[916.6821]
[920.72064],[973.84094]
[1520.5453],[1553.5396]
[1363.308],[1317.656]
[1223.3756],[1154.596]
[954.595],[966.0919]
[1118.7013],[1263.0013]
[893.765],[910.00684]
[823.2267],[875.8099]
[798.59534],[909.7317]
[1497.7837],[1467.7599]
[871.14636],[877.4051]
[1116.6196],[1072.6783]
[934.469],[929.1322]
[948.3027],[953.4616]
[780.548],[839.1444]
[1014.662],[1012.6727]
[855.23535],[869.95]
[1170.72],[1161.889]
[751.1327],[773.04926]
[904.80835],[905.9398]
[1420.4734],[1396.4924]
[737.73535],[714.95636]
[706.2033],[681.85565]
[1531.306],[1493.4767]
[728.2003],[724.4637]
[1267.9894],[1324.4176]
[1086.3567],[1055.4125]
[719.0527],[708.5524]
[964.568],[1014.4038]
[976.138],[1089.0612]
[915.18164],[914.1928]
[932.313],[935.7507]
[746.7757],[771.2295]
[1545.562],[1552.6472]
[878.7107],[897.3624]
[730.5187],[713.1392]
[968.9617],[973.48206]
[1236.0043],[1199.0784]
[659.573],[650.9442]
[838.347],[923.1449]
[798.0157],[758.4208]
[1028.5266],[998.7126]
[1109.7843],[1133.2991]
[902.682],[942.3246]
[768.65234],[780.81476]
[1040.7086],[1059.4489]
[751.169],[705.10156]
[877.00464],[898.2152]
[870.493],[936.74646]
[1066.3596],[993.1609]
[1310.441],[1345.1499]
[1268.2577],[1344.3715]
[940.24567],[996.7917]
[998.8357],[1029.0415]
[833.10034],[835.4388]
[983.65265],[1025.47]
[856.702],[873.22144]
[925.5807],[947.82666]
[969.61566],[957.44446]
[904.36865],[883.5792]
[790.8017],[761.5001]
[883.392],[924.04834]
[1315.1454],[1275.1248]
[1268.7246],[1290.1595]
[1374.38],[1374.5577]
[1005.6193],[1004.20953]
[1190.169],[1186.7202]
[1293.266],[1369.286]
[1244.172],[1311.4469]
[1080.4143],[1090.5348]
[1196.6443],[1181.5447]
[966.8047],[935.9232]
[701.4737],[708.71643]
[1003.2397],[1048.0426]
[798.1123],[770.0299]
[1477.8594],[1265.0406]
[845.5133],[828.00073]
[790.0333],[773.2033]
[758.37836],[755.66077]
[876.444],[909.9624]
[965.552],[975.21716]
[1238.2627],[1301.399]
[705.71],[687.82263]
[1128.98],[1144.8138]
[786.57935],[761.52747]
[747.5127],[795.9018]
[782.4293],[798.3587]
[736.247],[728.8553]
[854.71436],[859.0732]
[925.40466],[935.4518]
[842.664],[849.88666]
[751.78436],[783.798]
[1011.735],[997.6248]
[943.391],[956.94617]
[928.6277],[947.3757]
[745.54535],[715.1239]
[865.52136],[870.97284]
[866.26965],[858.57697]
[828.423],[858.86383]
[723.76764],[704.938]
[704.519],[696.1133]
[796.4407],[786.9101]
[849.13965],[845.3041]
[821.076],[833.4011]
[828.647],[824.66876]
[1054.4817],[1132.5698]
[993.85364],[986.7893]
[861.04236],[866.8771]
[975.2833],[1011.8958]
[981.0443],[967.759]
[1112.7656],[1077.2699]
[708.31134],[643.52905]
[1007.20935],[1028.9413]
[867.9473],[951.08014]
[1092.3284],[1050.6995]
[860.8437],[902.8367]
[785.80664],[798.00195]
[874.35333],[926.45056]
[794.99036],[799.37384]
[607.55334],[619.7005]
[1373.634],[1326.6532]
[715.75336],[695.26697]
[1219.3007],[1320.1097]
[1282.185],[1273.2896]
[856.32135],[837.4957]
[831.929],[818.58514]
[691.98364],[646.52765]
[1334.8494],[1312.7933]
[755.95764],[767.27966]
[903.373],[910.0687]
[1196.3787],[1181.9675]
[1318.2764],[1238.7465]
[885.95264],[853.8626]
[806.36365],[790.1515]
[1090.131],[1100.3671]
[700.166],[678.204]
[968.6253],[944.74243]
[800.4063],[876.93915]
[961.795],[987.21344]
[1040.658],[1023.8302]
[868.394],[926.63104]
[1139.5146],[1217.214]
[826.9587],[843.30646]
[1253.479],[1231.3518]
[1107.029],[1117.7546]
[845.409],[899.54755]
[690.0653],[674.95593]
[966.3757],[1034.264]
[678.8757],[628.15735]
[1318.9697],[1313.1843]
[752.389],[753.8181]
[860.4557],[881.5701]
[1129.2073],[1099.9491]
[1302.4443],[1289.432]
[941.208],[988.0431]
[714.18933],[671.87506]
[806.9087],[787.566]
[917.853],[930.5407]
[724.10864],[700.5221]
[732.087],[719.2813]
[1068.5996],[1089.4663]
[1510.6566],[1417.1241]
[773.8463],[733.18164]
[874.46466],[867.6092]
[1268.1523],[1213.5046]
[1131.766],[1098.0508]
[770.18164],[798.83044]
[1119.8063],[1147.479]
[1064.3457],[1072.8549]
[935.58],[901.5639]
[750.008],[815.4805]
[1293.1816],[1298.0782]
[819.52435],[829.7982]
[1135.9066],[1110.2362]
[993.0073],[1027.3262]
[896.94165],[936.85315]
[1371.947],[1426.9974]
[831.53033],[835.3914]
[1126.304],[1165.2181]
[775.98535],[798.13403]
[1098.9594],[1122.6051]
[947.6847],[932.04694]
[832.65265],[789.76105]
[996.7507],[980.95496]
[942.22766],[954.12244]
[926.20764],[943.0677]
[829.4327],[828.726]
[1150.364],[1156.2063]
[841.9503],[859.372]
[1200.1454],[1207.7283]
[1207.934],[1216.1201]
[968.14966],[999.45325]
[807.87933],[815.2197]
[843.6433],[818.9277]
[670.94366],[675.17926]
[921.621],[915.4896]
[950.702],[1078.902]
[1072.8767],[1063.9952]
[887.8753],[896.11523]
[1005.0133],[952.1077]
[692.383],[678.49963]
[1180.09],[1168.8059]
[1376.8397],[1308.1167]
[1242.5283],[1227.4989]
[1156.4237],[1141.2942]
[1468.3777],[1532.765]
[859.57935],[875.1057]
[935.08136],[951.97107]
[1113.297],[1083.0425]
[1082.048],[1084.2338]
[1084.923],[1089.4188]
[873.931],[949.9495]
[1221.8636],[1294.3796]
[974.9813],[1020.4896]
[1045.6367],[1053.9272]
[904.4533],[887.47424]
[1202.0443],[1207.294]
[1114.5753],[1087.494]
[822.632],[816.2312]
[741.2],[760.17523]
[665.5313],[662.99316]
[992.03],[996.2948]
[715.779],[736.75323]
[1118.3184],[1132.3735]
[956.8593],[955.4936]
[1101.6666],[1067.9395]
[1067.8253],[1064.236]
[1047.1533],[1108.0946]
[1464.703],[1551.996]
[681.0593],[646.5832]
[1096.8917],[1038.3121]
[1419.588],[1416.9294]
[1148.279],[1149.695]
[847.3823],[874.0221]
[1090.4083],[1029.421]
[777.8157],[792.7421]
[784.6743],[777.40265]
[1035.8444],[1015.2418]
[751.923],[795.32465]
[813.8777],[801.26807]
[1145.5853],[886.9411]
[837.83435],[819.2425]
[1683.8457],[1553.5132]
[1038.6273],[1070.2769]
[873.72235],[885.63434]
[926.624],[948.7901]
[799.79767],[805.6923]
[1433.1343],[1375.9156]
[841.79333],[851.83875]
[1162.1587],[1170.4656]
[1043.6937],[1012.35803]
[926.131],[918.85974]
[1084.1007],[1140.136]
[1149.375],[1176.5258]
[1179.363],[1140.2491]
[1193.9553],[1238.8137]
[987.23],[962.57416]
[821.76636],[766.53815]
[723.0447],[691.0082]
[884.45233],[960.8873]
[796.5003],[787.04846]
[917.16565],[909.43585]
[802.02936],[795.25757]
[750.56635],[716.6191]
[900.556],[908.98944]
[1120.6053],[1110.4204]
[1114.076],[1131.5139]
[742.3357],[759.5115]
[1033.9744],[1029.8923]
[1392.1177],[1424.4773]
[1260.298],[1168.2303]
[903.93],[936.18616]
[857.4003],[865.9642]
[745.0237],[765.1704]
[794.928],[819.662]
[955.80835],[901.1815]
[897.9897],[941.11884]
[880.23065],[863.56635]
[925.597],[932.87036]
[1305.878],[1380.6536]
[704.38434],[690.68585]
[979.1383],[1023.61694]
[965.8207],[999.59454]
[1416.239],[1426.3701]
[671.39435],[693.5251]
[975.208],[934.14044]
[1016.604],[1082.5123]
[997.9797],[974.9533]
[634.4483],[656.9302]
[1127.7504],[1139.2457]
[986.0103],[998.5291]
[1375.6177],[1460.9631]
[1021.767],[1057.1041]
[810.8223],[796.41156]
[1315.396],[1286.0403]
[1003.45636],[1015.5077]
[1114.9584],[1106.9913]
[1138.6173],[1105.384]
[701.382],[685.5894]
[1088.6464],[1042.3956]
[761.902],[765.2102]
[1023.54865],[1041.1754]
[766.08936],[749.8409]
[760.57434],[751.4654]
[1021.3567],[1011.4585]
[830.70935],[860.94635]
[868.35236],[876.2808]
[1020.5237],[969.1575]
[1528.3344],[1548.7485]
[1309.0054],[1199.5222]
[1036.6614],[965.93475]
[988.3853],[982.32135]
[956.64233],[953.0216]
[740.07666],[718.25165]
[1187.6937],[1165.9493]
[1285.889],[1260.9316]
[704.675],[694.4693]
[1218.9543],[1208.4963]
[949.803],[1002.90717]
[1789.6053],[1553.5135]
[993.46234],[1022.27686]
[1032.7664],[1017.02405]
[943.91235],[960.8331]
[936.29736],[969.2862]
[1366.6674],[1306.4899]
[1267.6306],[1258.7485]
[926.12836],[956.74225]
[750.14233],[726.95984]
[1448.902],[1380.8191]
[882.8517],[883.46155]
[898.708],[922.5158]
[768.7033],[792.51575]
[1115.8873],[1110.8792]
[1196.0353],[1203.6407]
[1033.1086],[1054.7804]
[1202.427],[1212.269]
[656.3433],[659.128]
[1106.207],[1041.576]
[1190.4],[1243.9482]
[1111.7227],[1098.6934]
[1072.0497],[1103.9034]
[1230.834],[1142.1812]
[1127.0083],[1078.8015]
[1327.062],[1315.3973]
[1248.2997],[1234.9735]
[1119.7017],[1096.047]
[709.9583],[735.4843]
[1089.6073],[1091.5186]
[914.2883],[1008.6347]
[868.731],[918.10657]
[962.2427],[974.7085]
[700.437],[693.1133]
[980.7443],[1002.0011]
[1336.7147],[1349.0256]
[861.90466],[844.5749]
[691.1047],[699.9539]
[841.5103],[904.104]
[1192.0067],[1167.9312]
[1076.8477],[1053.3328]
[713.331],[676.1487]
[1314.9424],[1379.4215]
[786.67236],[757.4723]
[1197.4407],[1166.5735]
[1008.054],[1009.5228]
[1222.2833],[1217.6292]
[1010.915],[1094.0916]
[908.13],[915.38385]
[723.705],[677.62366]
[1312.4697],[1339.8593]
[912.298],[905.56213]
[934.9793],[971.07513]
[1185.512],[1284.056]
[1229.8523],[1201.0902]
[768.239],[788.1911]
[723.379],[717.2029]
[1278.8103],[1342.3607]
[850.5853],[842.36664]
[802.209],[801.575]
[914.2363],[907.65094]
[846.148],[856.7938]
[789.22],[810.57965]
[1041.514],[1055.4679]
[1078.6267],[1150.9542]
[815.06036],[813.8356]
[867.967],[925.20386]
[854.87866],[929.53064]
[1047.2494],[1071.7524]
[848.66534],[868.8697]
[901.43164],[953.7801]
[670.5363],[663.87665]
[587.6483],[611.7535]
[1424.2126],[1552.8689]
[697.219],[685.3845]
[1319.8723],[1347.1421]
[821.74164],[912.2564]
[1009.07764],[1009.8055]
[866.56366],[873.853]
[870.28467],[846.07324]
[887.34467],[882.61444]
[970.492],[1012.6101]
[1019.63965],[1081.7008]
[989.953],[1021.37634]
[1071.9224],[1092.3572]
[825.39],[901.1672]
[1339.3376],[1297.4283]
[1070.1837],[1017.7114]
[1041.1406],[1070.857]
[1183.1674],[1190.4817]
[1357.6327],[1413.503]
[994.937],[1025.1041]
[1219.0667],[1214.934]
[1030.3864],[1002.62085]
[865.44366],[891.21136]
[814.14],[821.45337]
[1182.3623],[1123.2753]
[999.943],[1000.5237]
[1177.3407],[1219.8093]
[1085.2417],[1130.6754]
[854.082],[859.5749]
[1074.482],[1080.7573]
[1345.1837],[1341.2253]
[878.9897],[1006.4753]
[1054.9524],[1014.81525]
[1286.9083],[1326.5792]
[978.87335],[1017.54364]
[835.857],[809.98486]
[1054.0406],[1050.5652]
[1377.4973],[1501.7827]
[806.0023],[849.3158]
[766.8493],[761.6911]
[1177.5393],[1213.6248]
[698.44666],[702.0919]
[894.10034],[912.57635]
[943.7473],[923.3471]
[1140.2797],[1105.1746]
[1403.464],[1452.3564]
[1106.6813],[1132.7007]
[886.74066],[990.7289]
[1036.9673],[989.6044]
[1523.492],[1484.964]
[989.401],[976.93805]
[1299.1254],[1253.934]
[852.79266],[929.8394]
[1366.841],[1488.8612]
[645.6407],[624.8603]
[742.7233],[779.30615]
[1175.8334],[1170.1072]
[1232.3074],[1230.385]
[904.13],[929.57715]
[952.39264],[972.4884]
[1203.8947],[1202.0477]
[816.54236],[815.19977]
[1291.054],[1321.1167]
[1213.2267],[1300.0747]
[657.378],[690.4272]
[887.2317],[1009.08795]
[954.891],[903.85254]
[658.12036],[648.99457]
[947.225],[911.2404]
[1021.957],[981.0126]
[880.4373],[897.4872]
[1163.172],[1127.7915]
[1436.475],[1512.1664]
[1119.6356],[1149.3043]
[800.6537],[807.7952]
[1092.3544],[1120.2362]
[975.967],[936.78705]
[1342.125],[1326.9121]
